healpix, glon, glat, ra, dec
2395, 69.04247, 32.39318, 262.74194, 43.40686
2396, 69.43428, 30.31082, 265.64516, 43.40686
2397, 71.65316, 28.58650, 268.50000, 44.99388
2398, 71.23072, 30.67592, 265.50000, 44.99388
2399, 73.41546, 28.90907, 268.44828, 46.57185
2400, 60.25469, 38.84658, 253.12500, 37.16890
2401, 62.34154, 37.92740, 254.53125, 38.68219
2402, 62.05056, 40.11115, 251.71875, 38.68219
2403, 64.17093, 39.16104, 253.12500, 40.22818
2404, 64.43203, 37.02370, 255.93750, 40.22818
2405, 66.53249, 36.13831, 257.34375, 41.81031
2406, 66.29750, 38.22616, 254.53125, 41.81031
2407, 68.47234, 36.58443, 256.93548, 43.40686
2408, 63.98374, 41.30347, 250.31250, 40.22818
2409, 66.13831, 40.31875, 251.71875, 41.81031
2410, 66.06173, 42.41419, 248.90625, 41.81031
2411, 68.22290, 40.79743, 251.12903, 43.40686
2412, 68.30428, 38.68930, 254.03226, 43.40686
2413, 70.42369, 37.00195, 256.50000, 44.99388
2414, 70.32679, 39.12200, 253.50000, 44.99388
2415, 72.38644, 37.39058, 256.03448, 46.57185
2416, 68.72028, 34.48504, 259.83871, 43.40686
2417, 70.88179, 32.77648, 262.50000, 44.99388
2418, 70.61093, 34.88595, 259.50000, 44.99388
2419, 72.72609, 33.13380, 262.24138, 46.57185
2420, 73.02990, 31.01607, 265.34483, 46.57185
2421, 75.17857, 29.20759, 268.39286, 48.14121
2422, 74.83158, 31.33128, 265.17857, 48.14121
2423, 76.94225, 29.48209, 268.33333, 49.70239
2424, 72.50942, 35.25957, 259.13793, 46.57185
2425, 74.57515, 33.46505, 261.96429, 48.14121
2426, 74.41557, 35.60575, 258.75000, 48.14121
2427, 76.42868, 33.77017, 261.66667, 49.70239
2428, 76.63548, 31.62153, 265.00000, 49.70239
2429, 78.70621, 29.73261, 268.26923, 51.25581
2430, 78.44129, 31.88682, 264.80769, 51.25581
2431, 80.47012, 29.95921, 268.20000, 52.80185
2432, 50.05493, 52.14721, 236.25000, 31.38817
2433, 52.46192, 51.06538, 237.65625, 32.79717
2434, 52.25446, 53.42607, 234.84375, 32.79717
2435, 54.68629, 52.29939, 236.25000, 34.22887
2436, 54.81428, 49.97548, 239.06250, 34.22887
2437, 57.12130, 48.88073, 240.46875, 35.68533
2438, 57.06071, 51.16472, 237.65625, 35.68533
2439, 59.38825, 50.02520, 239.06250, 37.16890
2440, 54.65497, 54.62461, 233.43750, 34.22887
2441, 57.10360, 53.44890, 234.84375, 35.68533
2442, 57.26749, 55.73125, 232.03125, 35.68533
2443, 59.72244, 54.50221, 233.43750, 37.16890
2444, 59.49263, 52.26532, 236.25000, 37.16890
2445, 61.83398, 51.07685, 237.65625, 38.68219
2446, 62.11656, 53.26543, 234.84375, 38.68219
2447, 64.46325, 52.02363, 236.25000, 40.22818
2448, 59.39207, 47.78412, 241.87500, 37.16890
2449, 61.63553, 46.68846, 243.28125, 38.68219
2450, 61.67918, 48.88369, 240.46875, 38.68219
2451, 63.94352, 47.74283, 241.87500, 40.22818
2452, 63.86054, 45.59639, 244.68750, 40.22818
2453, 66.07603, 44.51038, 246.09375, 41.81031
2454, 66.19121, 46.60505, 243.28125, 41.81031
2455, 68.35474, 45.01382, 245.32258, 43.40686
2456, 64.13916, 49.88616, 239.06250, 40.22818
2457, 66.41940, 48.69563, 240.46875, 41.81031
2458, 66.77536, 50.77919, 237.65625, 41.81031
2459, 68.95605, 49.21145, 239.51613, 43.40686
2460, 68.58980, 47.11657, 242.41935, 43.40686
2461, 70.66717, 45.47840, 244.50000, 44.99388
2462, 71.03021, 47.58509, 241.50000, 44.99388
2463, 73.01342, 45.90275, 243.62069, 46.57185
2464, 60.09962, 56.73316, 230.62500, 37.16890
2465, 62.54776, 55.44643, 232.03125, 38.68219
2466, 63.15394, 57.61628, 229.21875, 38.68219
2467, 65.57949, 56.26756, 230.62500, 40.22818
2468, 64.93528, 54.15204, 233.43750, 40.22818
2469, 67.27708, 52.85236, 234.84375, 41.81031
2470, 67.94660, 54.91112, 232.03125, 41.81031
2471, 70.15576, 53.36183, 233.70968, 43.40686
2472, 66.42617, 58.36556, 227.81250, 40.22818
2473, 68.81095, 56.95070, 229.21875, 41.81031
2474, 69.90345, 58.96527, 226.40625, 41.81031
2475, 72.14354, 57.42591, 227.90323, 43.40686
2476, 71.03618, 55.40767, 230.80645, 43.40686
2477, 73.10764, 53.80962, 232.50000, 44.99388
2478, 74.21152, 55.83355, 229.50000, 44.99388
2479, 76.13084, 54.19161, 231.20690, 46.57185
2480, 69.47097, 51.29467, 236.61290, 43.40686
2481, 71.54379, 49.67920, 238.50000, 44.99388
2482, 72.22815, 51.75593, 235.50000, 44.99388
2483, 74.18234, 50.09638, 237.41379, 46.57185
2484, 73.51242, 48.00871, 240.51724, 46.57185
2485, 75.39337, 46.28534, 242.67857, 48.14121
2486, 76.03616, 48.38538, 239.46429, 48.14121
2487, 77.80680, 46.62451, 241.66667, 49.70239
2488, 75.04607, 52.15972, 234.31034, 46.57185
2489, 76.87099, 50.46026, 236.25000, 48.14121
2490, 77.92316, 52.50251, 233.03571, 48.14121
2491, 79.60853, 50.76788, 235.00000, 49.70239
2492, 78.60086, 48.71286, 238.33333, 49.70239
2493, 80.25328, 46.91844, 240.57692, 51.25581
2494, 81.20566, 48.98864, 237.11538, 51.25581
2495, 82.73224, 47.16509, 239.40000, 52.80185
2496, 68.23642, 42.90647, 248.22581, 43.40686
2497, 70.32828, 41.24343, 250.50000, 44.99388
2498, 70.43786, 43.36331, 247.50000, 44.99388
2499, 72.45447, 41.65605, 249.82759, 46.57185
2500, 72.36499, 39.52382, 252.93103, 46.57185
2501, 74.36042, 37.75002, 255.53571, 48.14121
2502, 74.41876, 39.89427, 252.32143, 48.14121
2503, 76.34543, 38.07995, 255.00000, 49.70239
2504, 72.66612, 43.78369, 246.72414, 46.57185
2505, 74.60139, 42.03456, 249.10714, 48.14121
2506, 74.92116, 44.16654, 245.89286, 48.14121
2507, 76.76895, 42.37813, 248.33333, 49.70239
2508, 76.48797, 40.23280, 251.66667, 49.70239
2509, 78.34124, 38.38004, 254.42308, 51.25581
2510, 78.57241, 40.53886, 250.96154, 51.25581
2511, 80.34758, 38.64991, 253.80000, 52.80185
2512, 76.32911, 35.92431, 258.33333, 49.70239
2513, 78.28639, 34.04910, 261.34615, 51.25581
2514, 78.24977, 36.21508, 257.88462, 51.25581
2515, 80.14791, 34.30176, 261.00000, 52.80185
2516, 80.24864, 32.12716, 264.60000, 52.80185
2517, 82.23364, 30.16194, 268.12500, 54.34091
2518, 82.05716, 32.34257, 264.37500, 54.34091
2519, 83.99637, 30.34086, 268.04348, 55.87335
2520, 80.17723, 36.47787, 257.40000, 52.80185
2521, 82.01288, 34.52811, 260.62500, 54.34091
2522, 82.11118, 36.71249, 256.87500, 54.34091
2523, 83.88094, 34.72807, 260.21739, 55.87335
2524, 83.86645, 32.53308, 264.13043, 55.87335
2525, 85.75791, 30.49606, 267.95455, 57.39952
2526, 85.67607, 32.69872, 263.86364, 57.39952
2527, 87.51783, 30.62764, 267.85714, 58.91978
2528, 77.20286, 44.51068, 245.00000, 49.70239
2529, 78.95696, 42.68589, 247.50000, 51.25581
2530, 79.51099, 44.81480, 244.03846, 51.25581
2531, 81.16526, 42.95685, 246.60000, 52.80185
2532, 80.67189, 40.81182, 250.20000, 52.80185
2533, 82.36422, 38.88918, 253.12500, 54.34091
2534, 82.78621, 41.05098, 249.37500, 54.34091
2535, 84.39091, 39.09739, 252.39130, 55.87335
2536, 81.84527, 45.07745, 243.00000, 52.80185
2537, 83.39361, 43.18991, 245.62500, 54.34091
2538, 84.20536, 45.29702, 241.87500, 54.34091
2539, 85.64183, 43.38384, 244.56522, 55.87335
2540, 84.91519, 41.25556, 248.47826, 55.87335
2541, 86.42746, 39.27404, 251.59091, 57.39952
2542, 87.05871, 41.42467, 247.50000, 57.39952
2543, 88.47375, 39.41856, 250.71429, 58.91978
2544, 84.05130, 36.91874, 256.30435, 55.87335
2545, 85.75168, 34.90158, 259.77273, 57.39952
2546, 85.99731, 37.09637, 255.68182, 57.39952
2547, 87.62475, 35.04859, 259.28571, 58.91978
2548, 87.48561, 32.83953, 263.57143, 58.91978
2549, 89.27569, 30.73568, 267.75000, 60.43444
2550, 89.29461, 32.95558, 263.25000, 60.43444
2551, 91.03104, 30.82031, 267.63158, 61.94384
2552, 87.94894, 37.24512, 255.00000, 58.91978
2553, 89.49981, 35.16901, 258.75000, 60.43444
2554, 89.90600, 37.36469, 254.25000, 60.43444
2555, 91.37656, 35.26276, 258.15789, 61.94384
2556, 91.10267, 33.04690, 262.89474, 61.94384
2557, 92.78341, 30.88166, 267.50000, 63.44828
2558, 92.90937, 33.11356, 262.50000, 63.44828
2559, 94.53235, 30.91986, 267.35294, 64.94808
2560, 359.04115, 79.12511, 202.50000, 20.74238
2561, 8.38361, 78.73901, 203.90625, 22.02431
2562, 0.42531, 80.94197, 201.09375, 22.02431
2563, 11.44449, 80.48680, 202.50000, 23.31796
2564, 16.98047, 78.11450, 205.31250, 23.31796
2565, 24.66973, 77.28873, 206.71875, 24.62432
2566, 21.25229, 79.75441, 203.90625, 24.62432
2567, 29.68141, 78.80089, 205.31250, 25.94448
2568, 2.75561, 82.74451, 199.68750, 23.31796
2569, 16.08917, 82.18172, 201.09375, 24.62432
2570, 6.96415, 84.51762, 198.28125, 24.62432
2571, 23.50446, 83.77856, 199.68750, 25.94448
2572, 27.29295, 81.29652, 202.50000, 25.94448
2573, 36.34308, 80.17719, 203.90625, 27.27961
2574, 35.99866, 82.67632, 201.09375, 27.27961
2575, 45.16791, 81.34956, 202.50000, 28.63099
2576, 31.43384, 76.29998, 208.12500, 25.94448
2577, 37.34487, 75.18261, 209.53125, 27.27961
2578, 36.81224, 77.67916, 206.71875, 27.27961
2579, 42.83511, 76.43233, 208.12500, 28.63099
2580, 42.51442, 73.96514, 210.93750, 28.63099
2581, 47.06138, 72.67012, 212.34375, 30.00000
2582, 47.95936, 75.09303, 209.53125, 30.00000
2583, 52.37243, 73.68512, 210.93750, 31.38817
2584, 43.59614, 78.89556, 205.31250, 28.63099
2585, 49.46968, 77.50245, 206.71875, 30.00000
2586, 52.01828, 79.88688, 203.90625, 30.00000
2587, 57.31531, 78.33965, 205.31250, 31.38817
2588, 54.31695, 76.03195, 208.12500, 31.38817
2589, 58.40605, 74.50663, 209.53125, 32.79717
2590, 61.56636, 76.73753, 206.71875, 32.79717
2591, 65.09949, 75.09804, 208.12500, 34.22887
2592, 15.59881, 86.21775, 196.87500, 25.94448
2593, 35.96850, 85.17596, 198.28125, 27.27961
2594, 37.25952, 87.67446, 195.46875, 27.27961
2595, 56.80860, 86.14587, 196.87500, 28.63099
2596, 48.49507, 83.78130, 199.68750, 28.63099
2597, 56.52527, 82.22133, 201.09375, 30.00000
2598, 65.30080, 84.44039, 198.28125, 30.00000
2599, 70.13404, 82.67946, 199.68750, 31.38817
2600, 87.92690, 88.15911, 194.06250, 28.63099
2601, 84.95810, 86.32625, 195.46875, 30.00000
2602, 126.44030, 87.12271, 192.65625, 30.00000
2603, 109.38183, 85.61281, 194.06250, 31.38817
2604, 84.46319, 84.48571, 196.87500, 31.38817
2605, 84.61126, 82.64067, 198.28125, 32.79717
2606, 101.83274, 83.89770, 195.46875, 32.79717
2607, 97.99807, 82.10615, 196.87500, 34.22887
2608, 62.09563, 80.57755, 202.50000, 31.38817
2609, 66.25209, 78.88657, 203.90625, 32.79717
2610, 73.40664, 80.89383, 201.09375, 32.79717
2611, 75.89201, 79.09402, 202.50000, 34.22887
2612, 69.54688, 77.16623, 205.31250, 34.22887
2613, 72.29026, 75.42589, 206.71875, 35.68533
2614, 77.93652, 77.28423, 203.90625, 35.68533
2615, 79.71802, 75.46607, 205.31250, 37.16890
2616, 85.03571, 80.79119, 199.68750, 34.22887
2617, 85.61556, 78.93670, 201.09375, 35.68533
2618, 95.90587, 80.27642, 198.28125, 35.68533
2619, 94.76404, 78.42256, 199.68750, 37.16890
2620, 86.30016, 77.07635, 202.50000, 37.16890
2621, 87.06548, 75.20904, 203.90625, 38.68219
2622, 94.20231, 76.55025, 201.09375, 38.68219
2623, 94.02716, 74.66161, 202.50000, 40.22818
2624, 51.09582, 71.31502, 213.75000, 31.38817
2625, 54.71301, 69.91319, 215.15625, 32.79717
2626, 56.22850, 72.22579, 212.34375, 32.79717
2627, 59.64977, 70.72743, 213.75000, 34.22887
2628, 57.99271, 68.47479, 216.56250, 34.22887
2629, 61.00070, 67.00754, 217.96875, 35.68533
2630, 62.73179, 69.19898, 215.15625, 35.68533
2631, 65.54929, 67.64691, 216.56250, 37.16890
2632, 61.93309, 72.94150, 210.93750, 34.22887
2633, 65.04063, 71.34668, 212.34375, 35.68533
2634, 68.12956, 73.43184, 209.53125, 35.68533
2635, 70.80103, 71.74556, 210.93750, 37.16890
2636, 67.83317, 69.72899, 213.75000, 37.16890
2637, 70.38850, 68.09307, 215.15625, 38.68219
2638, 73.21397, 70.04326, 212.34375, 38.68219
2639, 75.43991, 68.32738, 213.75000, 40.22818
2640, 63.79101, 65.51733, 219.37500, 37.16890
2641, 66.40816, 64.00857, 220.78125, 38.68219
2642, 68.16114, 66.07585, 217.96875, 38.68219
2643, 70.61427, 64.48910, 219.37500, 40.22818
2644, 68.88916, 62.48455, 222.18750, 40.22818
2645, 71.26516, 60.94765, 223.59375, 41.81031
2646, 72.94674, 62.88885, 220.78125, 41.81031
2647, 75.19938, 61.34701, 222.09677, 43.40686
2648, 72.76563, 66.44196, 216.56250, 40.22818
2649, 75.01037, 64.77752, 217.96875, 41.81031
2650, 77.53161, 66.59913, 215.15625, 41.81031
2651, 79.73141, 65.03888, 216.29032, 43.40686
2652, 77.24935, 63.22861, 219.19355, 43.40686
2653, 79.25465, 61.63641, 220.50000, 44.99388
2654, 81.67744, 63.44016, 217.50000, 44.99388
2655, 83.41178, 61.80691, 218.79310, 46.57185
2656, 74.66788, 73.67060, 208.12500, 37.16890
2657, 76.79723, 71.90304, 209.53125, 38.68219
2658, 81.33761, 73.63992, 206.71875, 38.68219
2659, 82.85756, 71.80536, 208.12500, 40.22818
2660, 78.75653, 70.12444, 210.93750, 40.22818
2661, 80.60031, 68.33507, 212.34375, 41.81031
2662, 84.31904, 69.96144, 209.53125, 41.81031
2663, 86.30184, 68.36652, 210.48387, 43.40686
2664, 87.89943, 73.33344, 205.31250, 40.22818
2665, 88.79616, 71.44791, 206.71875, 41.81031
2666, 94.12893, 72.75694, 203.90625, 41.81031
2667, 95.55555, 71.12115, 204.67742, 43.40686
2668, 90.55680, 69.83199, 207.58065, 43.40686
2669, 92.04469, 68.19816, 208.50000, 44.99388
2670, 96.73897, 69.47573, 205.50000, 44.99388
2671, 97.73416, 67.82200, 206.37931, 46.57185
2672, 82.72121, 66.75926, 213.38710, 43.40686
2673, 84.57185, 65.15081, 214.50000, 44.99388
2674, 88.00584, 66.74587, 211.50000, 44.99388
2675, 89.48499, 65.10273, 212.58621, 46.57185
2676, 86.20053, 63.51347, 215.68966, 46.57185
2677, 87.64636, 61.84963, 216.96429, 48.14121
2678, 90.78160, 63.43907, 213.75000, 48.14121
2679, 91.92924, 61.75592, 215.00000, 49.70239
2680, 93.31705, 66.54884, 209.48276, 46.57185
2681, 94.41719, 64.88538, 210.53571, 48.14121
2682, 98.58142, 66.16051, 207.32143, 48.14121
2683, 99.31102, 64.49120, 208.33333, 49.70239
2684, 95.37854, 63.20832, 211.66667, 49.70239
2685, 96.22737, 61.51755, 212.88462, 51.25581
2686, 99.94619, 62.81357, 209.42308, 51.25581
2687, 100.50515, 61.12672, 210.60000, 52.80185
2688, 140.78659, 85.51483, 191.25000, 31.38817
2689, 124.66078, 84.32836, 192.65625, 32.79717
2690, 146.93564, 83.75891, 189.84375, 32.79717
2691, 133.55922, 82.76607, 191.25000, 34.22887
2692, 114.94350, 82.82460, 194.06250, 34.22887
2693, 109.01071, 81.15900, 195.46875, 35.68533
2694, 124.04114, 81.44117, 192.65625, 35.68533
2695, 117.45316, 79.90811, 194.06250, 37.16890
2696, 150.00188, 81.94753, 188.43750, 34.22887
2697, 138.90298, 81.06568, 189.84375, 35.68533
2698, 151.62271, 80.10736, 187.03125, 35.68533
2699, 142.23331, 79.28779, 188.43750, 37.16890
2700, 130.24118, 79.86782, 191.25000, 37.16890
2701, 123.72394, 78.44481, 192.65625, 38.68219
2702, 134.49190, 78.17399, 189.84375, 38.68219
2703, 128.33345, 76.83247, 191.25000, 40.22818
2704, 105.26887, 79.40248, 196.87500, 37.16890
2705, 102.86197, 77.58830, 198.28125, 38.68219
2706, 112.88873, 78.24179, 195.46875, 38.68219
2707, 109.70731, 76.48485, 196.87500, 40.22818
2708, 101.32006, 75.73280, 199.68750, 40.22818
2709, 100.37205, 73.84416, 201.09375, 41.81031
2710, 107.49138, 74.66139, 198.28125, 41.81031
2711, 107.83959, 73.00975, 198.87097, 43.40686
2712, 118.88790, 76.86226, 194.06250, 40.22818
2713, 115.31708, 75.16326, 195.46875, 41.81031
2714, 123.52955, 75.31699, 192.65625, 41.81031
2715, 122.40054, 73.72055, 193.06452, 43.40686
2716, 114.94609, 73.52808, 195.96774, 43.40686
2717, 114.62219, 71.89868, 196.50000, 44.99388
2718, 121.45589, 72.12703, 193.50000, 44.99388
2719, 120.64954, 70.53679, 193.96552, 46.57185
2720, 152.44937, 78.24804, 185.62500, 37.16890
2721, 144.34560, 77.46017, 187.03125, 38.68219
2722, 152.78648, 76.37325, 184.21875, 38.68219
2723, 145.66929, 75.59626, 185.62500, 40.22818
2724, 137.42758, 76.39819, 188.43750, 40.22818
2725, 131.71065, 75.11168, 189.84375, 41.81031
2726, 139.45071, 74.56180, 187.03125, 41.81031
2727, 137.05203, 73.10179, 187.25806, 43.40686
2728, 152.79360, 74.48412, 182.81250, 40.22818
2729, 146.45030, 73.70258, 184.21875, 41.81031
2730, 152.56132, 72.58036, 181.40625, 41.81031
2731, 149.53977, 71.28681, 181.45161, 43.40686
2732, 143.65743, 72.32617, 184.35484, 43.40686
2733, 141.26851, 70.92501, 184.50000, 44.99388
2734, 146.91470, 69.95930, 181.50000, 44.99388
2735, 144.61781, 68.60586, 181.55172, 46.57185
2736, 129.87901, 73.57551, 190.16129, 43.40686
2737, 128.34827, 72.03498, 190.50000, 44.99388
2738, 135.02880, 71.62745, 187.50000, 44.99388
2739, 133.29835, 70.14357, 187.75862, 46.57185
2740, 127.04659, 70.49252, 190.86207, 46.57185
2741, 125.92296, 68.94964, 191.25000, 48.14121
2742, 131.79974, 68.65346, 188.03571, 48.14121
2743, 130.48733, 67.15943, 188.33333, 49.70239
2744, 139.20395, 69.50586, 184.65517, 46.57185
2745, 137.40231, 68.07366, 184.82143, 48.14121
2746, 142.59370, 67.23257, 181.60714, 48.14121
2747, 140.79753, 65.84409, 181.66667, 49.70239
2748, 135.81585, 66.63204, 185.00000, 49.70239
2749, 134.40717, 65.18369, 185.19231, 51.25581
2750, 139.19302, 64.44399, 181.73077, 51.25581
2751, 137.75066, 63.03506, 181.80000, 52.80185
2752, 101.32949, 72.19440, 201.77419, 43.40686
2753, 102.10584, 70.54276, 202.50000, 44.99388
2754, 108.10584, 71.36192, 199.50000, 44.99388
2755, 108.31094, 69.71719, 200.17241, 46.57185
2756, 102.74476, 68.88938, 203.27586, 46.57185
2757, 103.27735, 67.23397, 204.10714, 48.14121
2758, 108.46941, 68.07470, 200.89286, 48.14121
2759, 108.59176, 66.43351, 201.66667, 49.70239
2760, 114.33366, 70.27429, 197.06897, 46.57185
2761, 114.07249, 68.65410, 197.67857, 48.14121
2762, 119.94954, 68.94986, 194.46429, 48.14121
2763, 119.33309, 67.36599, 195.00000, 49.70239
2764, 113.83302, 67.03725, 198.33333, 49.70239
2765, 113.61119, 65.42282, 199.03846, 51.25581
2766, 118.78348, 65.78480, 195.57692, 51.25581
2767, 118.28824, 64.20576, 196.20000, 52.80185
2768, 103.72641, 65.57592, 205.00000, 49.70239
2769, 104.10912, 63.91438, 205.96154, 51.25581
2770, 108.68584, 64.79256, 202.50000, 51.25581
2771, 108.75769, 63.15068, 203.40000, 52.80185
2772, 104.43875, 62.24822, 207.00000, 52.80185
2773, 104.72585, 60.57611, 208.12500, 54.34091
2774, 108.81211, 61.50655, 204.37500, 54.34091
2775, 108.85307, 59.85873, 205.43478, 55.87335
2776, 113.40404, 63.80980, 199.80000, 52.80185
2777, 113.20942, 62.19710, 200.62500, 54.34091
2778, 117.83786, 62.62819, 196.87500, 54.34091
2779, 117.42504, 61.05132, 197.60870, 55.87335
2780, 113.02578, 60.58351, 201.52174, 55.87335
2781, 112.85205, 58.96769, 202.50000, 57.39952
2782, 117.04406, 59.47424, 198.40909, 57.39952
2783, 116.69048, 57.89590, 199.28571, 58.91978
2784, 124.94027, 67.40725, 191.66667, 49.70239
2785, 124.07092, 65.86586, 192.11538, 51.25581
2786, 129.32640, 65.66307, 188.65385, 51.25581
2787, 128.29016, 64.16549, 189.00000, 52.80185
2788, 123.29401, 64.32567, 192.60000, 52.80185
2789, 122.59344, 62.78664, 193.12500, 54.34091
2790, 127.35763, 62.66741, 189.37500, 54.34091
2791, 126.51220, 61.16926, 189.78261, 55.87335
2792, 133.14671, 63.73062, 185.40000, 52.80185
2793, 132.01086, 62.27430, 185.62500, 54.34091
2794, 136.44638, 61.61943, 181.87500, 54.34091
2795, 135.26037, 60.19879, 181.95652, 55.87335
2796, 130.98060, 60.81583, 185.86957, 55.87335
2797, 130.04049, 59.35603, 186.13636, 57.39952
2798, 134.17628, 58.77444, 182.04545, 57.39952
2799, 133.18051, 57.34740, 182.14286, 58.91978
2800, 121.95665, 61.24857, 193.69565, 55.87335
2801, 121.37366, 59.71107, 194.31818, 57.39952
2802, 125.74055, 59.67127, 190.22727, 57.39952
2803, 125.03190, 58.17348, 190.71429, 58.91978
2804, 120.83652, 58.17363, 195.00000, 58.91978
2805, 120.33880, 56.63556, 195.75000, 60.43444
2806, 124.37743, 56.67574, 191.25000, 60.43444
2807, 123.76988, 55.17779, 191.84211, 61.94384
2808, 129.17782, 57.89544, 186.42857, 58.91978
2809, 128.38213, 56.43446, 186.75000, 60.43444
2810, 132.26167, 55.91847, 182.25000, 60.43444
2811, 131.41017, 54.48825, 182.36842, 61.94384
2812, 127.64468, 54.97330, 187.10526, 61.94384
2813, 126.95812, 53.51206, 187.50000, 63.44828
2814, 130.61789, 53.05723, 182.50000, 63.44828
2815, 129.87790, 51.62573, 182.64706, 64.94808
2816, 73.51592, 59.40884, 225.00000, 43.40686
2817, 75.57486, 57.81961, 226.50000, 44.99388
2818, 77.23948, 59.75793, 223.50000, 44.99388
2819, 79.09815, 58.12543, 225.00000, 46.57185
2820, 77.46891, 56.18357, 228.10345, 46.57185
2821, 79.22232, 54.50330, 229.82143, 48.14121
2822, 80.80284, 56.45218, 226.60714, 48.14121
2823, 82.37780, 54.73989, 228.33333, 49.70239
2824, 81.06250, 60.00486, 221.89655, 46.57185
2825, 82.70399, 58.33666, 223.39286, 48.14121
2826, 84.96952, 60.14176, 220.17857, 48.14121
2827, 86.38017, 58.44630, 221.66667, 49.70239
2828, 84.20592, 56.63349, 225.00000, 49.70239
2829, 85.59164, 54.89616, 226.73077, 51.25581
2830, 87.66874, 56.72122, 223.26923, 51.25581
2831, 88.85680, 54.96648, 225.00000, 52.80185
2832, 80.85709, 52.78047, 231.66667, 49.70239
2833, 82.39326, 51.01595, 233.65385, 51.25581
2834, 83.84464, 52.98940, 230.19231, 51.25581
2835, 85.22292, 51.20086, 232.20000, 52.80185
2836, 83.84940, 49.20998, 235.80000, 52.80185
2837, 85.24298, 47.36216, 238.12500, 54.34091
2838, 86.53060, 49.37377, 234.37500, 54.34091
2839, 87.78464, 47.50707, 236.73913, 55.87335
2840, 86.88172, 53.12472, 228.60000, 52.80185
2841, 88.09466, 51.31858, 230.62500, 54.34091
2842, 89.96324, 53.18137, 226.87500, 54.34091
2843, 91.00504, 51.36458, 228.91304, 55.87335
2844, 89.24747, 49.47652, 232.82609, 55.87335
2845, 90.35623, 47.59682, 235.22727, 57.39952
2846, 91.99785, 49.51424, 231.13636, 57.39952
2847, 92.95663, 47.62794, 233.57143, 58.91978
2848, 88.94128, 60.16066, 218.33333, 49.70239
2849, 90.11171, 58.44709, 219.80769, 51.25581
2850, 92.95496, 60.05354, 216.34615, 51.25581
2851, 93.88098, 58.33154, 217.80000, 52.80185
